Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Credit amount,Duration,Purpose
67,22,1,2,0,3,1007,12,3.0
68,37,1,2,1,1,1819,36,1.0
69,25,0,2,0,0,2394,36,0.0
70,30,0,2,0,1,8133,36,3.0
71,46,1,1,2,0,730,7,0.0
72,51,1,3,1,1,1164,8,
73,41,0,1,0,1,5954,42,
74,40,1,3,0,0,1977,36,1.0
75,66,1,3,1,1,1526,12,3.0
76,34,1,2,0,1,3965,42,0.0
77,51,1,2,0,1,4771,11,0.0
78,39,1,1,0,0,9436,54,3.0
79,22,1,2,0,1,3832,30,2.0
80,44,0,2,0,0,5943,24,0.0
81,47,1,2,0,4,1213,15,0.0
82,24,0,1,2,2,1568,18,
83,58,0,1,0,1,1755,24,
84,52,1,1,0,1,2315,10,0.0
85,29,0,3,0,1,1412,12,
86,27,0,2,0,1,1295,18,2.0
87,47,1,2,1,2,12612,36,1.0
88,30,1,3,0,2,2249,18,3.0
89,28,1,2,0,1,1108,12,
90,56,1,2,0,1,618,12,0.0
91,54,1,2,0,1,1409,12,3.0
92,33,0,1,0,0,797,12,0.0
93,20,1,2,2,0,3617,24,2.0
94,54,1,2,0,3,1318,12,3.0
95,58,1,2,2,1,15945,54,
96,61,0,2,0,0,2012,12,1.0
97,34,1,2,0,2,2622,18,
98,36,1,2,0,1,2337,36,0.0
99,36,1,3,2,0,7057,20,3.0
100,41,1,1,2,2,1469,24,3.0
101,24,1,2,2,1,2323,36,0.0
102,24,0,2,0,1,932,6,0.0
103,35,1,2,2,1,1919,9,2.0
104,26,1,2,2,0,2445,12,3.0
105,39,1,3,0,1,11938,24,
106,39,1,3,0,1,6458,18,3.0
107,32,1,2,0,1,6078,12,3.0
108,30,0,2,0,0,7721,24,2.0
109,35,1,2,0,4,1410,14,
110,31,1,2,0,2,1449,6,
111,23,0,2,2,1,392,15,1.0
112,28,1,1,2,1,6260,18,3.0
113,25,0,2,0,1,7855,36,3.0
114,35,1,2,0,4,1680,12,0.0
115,47,1,2,0,0,3578,48,0.0
116,30,0,3,0,0,7174,42,0.0
117,27,0,2,2,0,2132,10,2.0
118,23,0,2,0,4,4281,33,2.0
119,36,1,3,0,4,2366,12,3.0
120,25,0,2,0,1,1835,21,0.0
121,41,0,3,2,1,3868,24,3.0
122,24,1,1,2,1,1768,12,2.0
123,63,1,2,1,1,781,10,3.0
124,27,0,2,2,0,1924,18,2.0
125,30,1,2,0,1,2121,12,3.0
126,40,1,1,0,1,701,12,0.0
127,30,1,2,0,1,639,12,
128,34,1,3,0,1,1860,12,3.0
129,29,0,2,0,1,3499,12,3.0
130,24,0,2,0,0,8487,48,3.0
131,29,1,2,0,1,6887,36,1.0
132,27,1,1,0,1,2708,15,2.0
133,47,1,2,1,1,1984,18,2.0
134,21,0,2,0,2,10144,60,0.0
135,38,0,2,0,0,1240,12,0.0
136,27,1,2,0,3,8613,27,3.0
137,66,1,1,0,4,766,12,0.0
138,35,1,2,0,0,2728,15,0.0
139,44,0,1,2,1,1881,12,0.0
140,27,1,0,0,3,709,6,3.0
141,30,0,3,0,1,4795,36,0.0
142,27,1,3,0,1,3416,27,0.0
143,22,1,2,0,1,2462,18,2.0
144,23,0,2,0,1,2288,21,2.0
145,30,1,2,0,2,3566,48,
146,39,0,2,0,1,860,6,3.0
147,51,0,2,0,2,682,12,3.0
148,28,1,2,0,1,5371,36,2.0
149,46,1,2,0,3,1582,18,0.0
150,42,1,2,1,2,1346,6,0.0
151,38,1,2,0,1,1924,10,0.0
152,24,1,2,0,1,5848,36,0.0
153,29,0,2,2,3,7758,24,3.0
154,36,1,3,2,2,6967,24,
155,20,0,2,2,1,1282,12,2.0
156,48,1,2,0,2,1288,9,
157,45,1,1,0,1,339,12,1.0
158,38,1,2,0,2,3512,24,3.0
159,34,1,1,0,0,1898,6,0.0
160,36,1,2,0,2,2872,24,0.0
161,30,0,2,0,1,1055,18,3.0
162,36,1,2,0,4,1262,15,
163,70,1,3,1,1,7308,10,3.0
164,36,1,2,0,4,909,36,3.0
165,32,1,2,0,4,2978,6,2.0
166,33,0,2,0,1,1131,18,2.0
167,20,0,2,0,3,1577,11,2.0
168,25,0,2,2,1,3972,24,2.0
169,31,1,2,0,1,1935,24,
170,33,1,2,2,1,950,15,3.0
171,26,0,2,0,1,763,12,2.0
172,34,0,3,0,1,2064,24,2.0
173,33,1,2,0,1,1414,8,0.0
174,26,1,2,0,1,3414,21,1.0
175,53,0,3,0,0,7485,30,3.0
176,42,1,2,0,1,2577,12,2.0
177,52,1,2,0,4,338,6,0.0
178,31,1,3,2,1,1963,12,0.0
179,65,1,2,0,1,571,21,3.0
180,28,1,2,0,1,9572,36,
181,30,1,3,0,1,4455,36,
182,40,1,1,0,0,1647,21,3.0
183,50,1,2,0,3,3777,24,2.0
184,36,1,2,0,1,884,18,3.0
185,31,1,2,0,1,1360,15,0.0
186,74,0,3,1,1,5129,9,3.0
187,68,1,0,1,1,1175,16,3.0
188,20,1,2,0,2,674,12,0.0
189,33,0,2,0,1,3244,18,2.0
190,54,1,3,0,3,4591,24,
191,34,1,1,1,2,3844,48,
192,36,1,2,0,1,3915,27,
193,29,1,2,2,1,2108,6,0.0
194,21,1,2,2,2,3031,45,0.0
195,34,0,3,0,1,1501,9,1.0
196,28,0,2,0,1,1382,6,0.0
197,27,0,2,2,2,951,12,2.0
198,36,1,2,1,0,2760,24,3.0
199,40,1,3,0,1,4297,18,2.0
200,52,1,2,0,4,936,9,1.0
201,27,1,1,0,1,1168,12,3.0
202,26,1,2,0,1,5117,27,
203,21,1,2,2,1,902,12,1.0
204,38,1,1,0,1,1495,12,3.0
205,38,1,3,1,1,10623,30,3.0
206,43,1,2,0,1,1935,12,2.0
207,26,1,2,0,1,1424,12,
208,21,1,1,0,1,6568,24,
209,55,1,2,0,3,1413,12,3.0
210,33,1,2,0,0,3074,9,0.0
211,45,0,1,0,0,3835,36,0.0
212,50,1,2,0,1,5293,27,
213,66,1,3,0,1,1908,30,
214,51,1,2,0,0,3342,36,0.0
215,39,0,1,0,0,932,6,1.0
216,31,1,2,0,1,3104,18,
217,23,1,2,0,1,3913,36,0.0
218,24,1,1,2,1,3021,24,2.0
219,64,0,2,0,1,1364,10,3.0
220,26,1,1,0,1,625,12,0.0
221,23,0,2,2,0,1200,12,1.0
222,30,1,2,0,1,707,12,0.0
223,32,1,2,0,0,2978,24,
224,30,1,2,0,1,4657,15,3.0
225,27,1,2,0,1,2613,36,
226,27,1,2,0,3,10961,48,0.0
227,53,1,3,1,1,7865,12,2.0
228,22,1,2,0,1,1478,9,0.0
229,22,1,2,1,1,3149,24,2.0
230,26,1,2,0,1,4210,36,0.0
231,51,1,1,1,4,2507,9,3.0
232,35,1,2,0,2,2141,12,0.0
233,25,1,1,0,1,866,18,0.0
234,42,1,1,0,1,1544,4,0.0
235,30,1,3,0,1,1823,24,0.0
236,23,1,0,0,0,14555,6,3.0
237,61,1,1,2,2,2767,21,
238,35,0,2,0,1,1291,12,0.0
239,39,1,2,0,1,2522,30,0.0
240,29,0,2,0,0,915,24,3.0
241,51,1,2,0,1,1595,6,0.0
242,24,1,2,1,1,4605,48,3.0
243,27,0,2,0,1,1185,12,
244,35,0,1,0,4,3447,12,1.0
245,25,1,2,0,1,1258,24,
246,52,1,2,0,1,717,12,0.0
247,35,1,2,2,2,1204,6,3.0
248,26,1,2,0,1,1925,24,2.0
249,22,0,2,2,1,433,18,0.0
250,39,0,1,0,3,666,6,3.0
251,46,0,1,0,1,2251,12,2.0
252,24,0,2,0,1,2150,30,3.0
253,35,1,2,0,2,4151,24,2.0
254,24,1,2,0,0,2030,9,2.0
255,27,1,1,0,0,7418,60,0.0
256,35,1,1,0,1,2684,24,0.0
257,29,1,2,1,1,2149,12,0.0
258,23,0,2,0,2,3812,15,3.0
259,57,0,1,0,2,1154,11,0.0
260,27,1,2,0,1,1657,12,2.0
261,55,0,2,0,1,1603,24,0.0
262,36,1,3,1,1,5302,18,3.0
263,57,0,1,1,1,2748,12,1.0
264,32,1,1,0,1,1231,10,3.0
265,37,1,2,0,1,802,15,0.0
266,36,1,2,0,0,6304,36,
267,38,0,2,0,1,1533,24,0.0
268,45,1,3,0,1,8978,14,3.0
269,25,1,2,0,0,999,24,0.0
270,32,1,2,0,0,2662,18,3.0
271,37,0,2,2,4,1402,12,2.0
272,36,1,3,1,0,12169,48,3.0
273,28,1,2,0,1,3060,48,0.0
274,34,1,1,0,1,11998,30,
275,32,1,2,0,1,2697,9,0.0
276,26,0,2,0,1,2404,18,0.0
277,49,1,1,0,0,1262,12,2.0
278,32,0,2,0,1,4611,6,2.0
279,29,1,3,2,2,1901,24,0.0
280,23,1,2,2,3,3368,15,3.0
281,50,1,2,0,1,1574,12,2.0
282,49,1,1,0,0,1445,18,0.0
283,63,1,2,0,0,1520,15,2.0
284,37,1,2,0,2,3878,24,3.0
285,35,0,1,0,1,10722,47,3.0
286,26,1,2,0,1,4788,48,3.0
287,31,1,3,1,2,7582,48,
288,49,0,2,0,1,1092,12,0.0
289,48,1,2,0,1,1024,24,0.0
290,26,1,2,0,1,1076,12,
291,28,1,3,2,1,9398,36,3.0
292,44,0,3,1,1,6419,24,3.0
293,56,1,2,1,1,4796,42,3.0
294,46,1,3,0,0,7629,48,
295,26,0,2,0,1,9960,48,2.0
296,20,0,2,2,0,4675,12,3.0
297,45,1,1,0,0,1287,10,3.0
298,43,1,2,0,1,2515,18,2.0
299,32,1,2,0,3,2745,21,2.0
300,54,0,0,0,1,672,6,3.0
301,42,0,2,0,1,3804,36,0.0
302,37,1,1,0,0,1344,24,3.0
303,49,1,2,0,1,1038,10,3.0
304,44,1,2,1,4,10127,48,3.0
305,33,1,2,0,3,1543,6,2.0
306,24,0,1,2,0,4811,30,3.0
307,33,1,1,0,2,727,12,0.0
308,24,0,2,0,1,1237,8,2.0
309,22,1,1,2,1,276,9,3.0
310,40,1,0,1,0,5381,48,
311,25,1,2,0,2,5511,24,2.0
312,26,0,2,0,1,3749,24,2.0
313,25,1,1,0,1,685,12,3.0
314,29,1,1,0,0,1494,4,3.0
315,31,1,2,0,1,2746,36,2.0
316,38,1,1,0,1,708,12,2.0
317,48,0,1,0,0,4351,24,2.0
318,32,1,2,0,1,701,12,1.0
319,27,0,1,0,1,3643,15,2.0
320,28,1,3,0,1,4249,30,3.0
321,32,1,2,0,1,1938,24,0.0
322,34,1,3,1,1,2910,24,3.0
323,28,1,2,0,3,2659,18,2.0
324,36,0,2,0,1,1028,18,3.0
325,39,1,1,0,1,3398,8,3.0
326,49,1,2,2,0,5801,12,2.0
327,34,0,2,0,3,1525,24,3.0
328,31,1,2,0,1,4473,36,0.0
329,28,1,2,0,1,1068,6,0.0
330,75,1,3,1,1,6615,24,3.0
331,30,0,2,0,2,1864,18,1.0
332,24,0,3,0,2,7408,60,3.0
333,24,0,1,2,2,11590,48,3.0
334,23,1,2,2,1,4110,24,2.0
335,44,1,3,2,1,3384,6,2.0
336,23,0,1,0,1,2101,13,0.0
337,24,0,2,2,0,1275,15,
338,28,1,2,0,1,4169,24,2.0
339,31,1,1,0,1,1521,10,2.0
340,24,0,2,1,1,5743,24,1.0
341,26,0,1,2,1,3599,21,2.0
342,25,1,2,2,4,3213,18,0.0
343,33,1,3,0,1,4439,18,
344,37,1,1,0,1,3949,10,3.0
345,43,0,1,0,1,1459,15,0.0
346,23,1,2,0,1,882,13,0.0
347,23,0,0,2,4,3758,24,0.0
348,34,1,1,0,2,1743,6,
349,32,1,2,1,3,1136,9,1.0
350,23,0,2,2,1,1236,9,
351,29,0,2,0,1,959,9,2.0
352,38,1,3,0,0,3229,18,3.0
353,28,1,2,2,1,6199,12,0.0
354,46,1,2,1,4,727,10,1.0
355,23,1,1,0,1,1246,24,3.0
356,49,1,2,0,0,2331,12,0.0
357,26,1,3,0,1,4463,36,0.0
358,28,1,2,0,1,776,12,0.0
359,23,0,2,2,1,2406,30,2.0
360,61,1,2,1,0,1239,18,1.0
361,37,1,3,0,0,3399,12,0.0
362,36,0,2,0,1,2247,12,3.0
363,21,1,2,2,1,1766,6,2.0
364,25,1,0,0,1,2473,18,2.0
365,36,1,2,0,1,1542,12,
366,27,1,2,0,1,3850,18,3.0
367,22,0,2,2,1,3650,18,2.0
368,42,1,2,0,1,3446,36,2.0
369,40,0,2,2,1,3001,18,2.0
370,36,1,2,0,0,3079,36,3.0
371,33,1,2,0,1,6070,18,0.0
372,23,0,2,2,1,2146,10,2.0
373,63,1,3,1,0,13756,60,3.0
374,60,0,3,1,2,14782,60,
375,37,0,2,2,1,7685,48,
376,34,1,2,0,1,2320,18,0.0
377,36,1,2,1,0,846,7,0.0
378,57,1,3,1,1,14318,36,3.0
379,52,0,1,0,2,362,6,3.0
380,39,1,2,0,0,2212,20,2.0
381,38,0,3,1,1,12976,18,3.0
382,25,0,2,2,0,1283,22,3.0
383,26,1,2,0,1,1330,12,3.0
384,26,1,1,0,2,4272,30,
385,25,0,2,0,1,2238,18,0.0
386,21,0,2,2,0,1126,18,0.0
387,40,1,3,0,1,7374,18,2.0
388,27,1,2,0,4,2326,15,
389,27,0,2,0,1,1449,9,
390,30,1,3,0,1,1820,18,3.0
391,19,0,1,2,3,983,12,2.0
392,39,1,3,1,1,3249,36,3.0
393,31,0,2,0,1,1957,6,0.0
394,31,1,3,0,1,2406,9,2.0
395,32,1,2,2,2,11760,39,1.0
396,55,0,3,1,1,2578,12,2.0
397,46,1,2,0,1,2348,36,2.0
398,46,1,2,2,1,1223,12,3.0
399,43,0,1,0,3,1516,24,0.0
400,39,1,2,0,1,1473,18,0.0
401,28,1,2,0,0,1887,18,
402,27,1,2,0,1,8648,24,
403,27,1,1,0,1,802,14,3.0
404,43,1,2,0,0,2899,18,3.0
405,22,1,2,0,1,2039,24,0.0
406,43,1,2,0,0,2197,24,3.0
407,27,1,2,0,1,1053,15,0.0
408,26,1,3,0,4,3235,24,0.0
409,28,1,2,0,4,939,12,3.0
410,20,0,2,0,1,1967,24,0.0
411,35,1,3,0,1,7253,33,3.0
412,42,1,3,0,1,2292,12,
413,40,1,1,2,4,1597,10,3.0
414,35,0,2,0,0,1381,24,3.0
415,35,1,2,0,1,5842,36,3.0
416,33,1,1,0,1,2579,12,3.0
417,23,0,2,2,0,8471,18,1.0
418,31,0,3,0,4,2782,21,3.0
419,33,0,2,0,0,1042,18,3.0
420,20,0,2,2,3,3186,15,3.0
421,30,1,2,0,0,2028,12,3.0
422,47,1,1,0,1,958,12,3.0
423,34,1,3,0,2,1591,21,2.0
424,25,0,2,0,0,2762,12,2.0
425,21,1,2,2,1,2779,18,3.0
426,29,1,2,0,1,2743,28,0.0
427,46,1,2,0,3,1149,18,0.0
428,20,1,2,0,1,1313,9,2.0
429,55,0,0,1,1,1190,18,
430,74,1,1,0,1,3448,5,
431,29,1,3,0,1,11328,24,
432,36,1,3,1,1,1872,6,2.0
433,33,1,2,0,1,2058,24,
434,25,1,2,0,1,2136,9,2.0
435,25,1,2,0,0,1484,12,0.0
436,23,1,1,2,4,660,6,
437,37,0,2,0,3,1287,24,3.0
438,65,1,0,0,1,3394,42,
439,26,0,0,0,1,609,12,
440,39,1,3,0,1,1884,12,3.0
441,30,0,2,0,1,1620,12,2.0
442,29,1,2,0,1,2629,20,
443,41,1,1,0,1,719,12,1.0
444,30,0,3,0,1,5096,48,2.0
445,41,0,1,2,0,1244,9,1.0
446,34,0,2,0,1,1842,36,3.0
447,35,1,2,0,1,2576,7,0.0
448,55,0,3,0,0,1424,12,2.0
449,61,1,2,0,3,1512,15,
450,30,1,3,0,0,11054,36,3.0
451,29,0,2,0,1,518,6,0.0
452,34,1,2,0,1,2759,12,2.0
453,35,1,3,0,1,2670,24,3.0
454,31,1,2,0,1,4817,24,3.0
455,29,0,3,0,1,2679,24,3.0
456,36,1,2,2,1,3905,11,3.0
457,35,1,2,1,1,3386,12,3.0
458,27,0,2,0,1,343,6,
459,32,1,2,0,1,4594,18,0.0
460,37,1,2,0,1,3620,36,2.0
461,36,1,2,0,1,1721,15,3.0
462,34,0,3,2,1,3017,12,2.0
463,38,1,2,0,0,754,12,1.0
464,34,1,2,0,1,1950,18,
465,63,1,2,0,1,2924,24,3.0
466,29,0,1,2,1,1659,24,0.0
467,32,1,2,0,0,7238,48,0.0
468,26,0,2,0,1,2764,33,
469,35,1,1,0,1,4679,24,3.0
470,22,1,2,2,2,3092,24,0.0
471,23,0,2,0,1,448,6,1.0
472,28,1,1,0,1,654,9,3.0
473,36,1,3,0,0,1238,6,1.0
474,33,1,2,0,1,1245,18,0.0
475,26,0,2,2,1,3114,18,2.0
476,24,1,2,0,4,2569,39,3.0
477,25,1,2,0,1,5152,24,0.0
478,39,1,1,0,2,1037,12,
479,44,1,2,0,1,1478,15,2.0
480,23,0,1,0,1,3573,12,0.0
481,26,1,2,0,1,1201,24,3.0
482,57,0,2,2,3,3622,30,2.0
483,30,0,2,0,3,960,15,2.0
484,44,1,2,0,4,1163,12,3.0
485,47,1,3,0,1,1209,6,3.0
486,52,1,2,0,1,3077,12,0.0
487,62,0,2,1,1,3757,24,3.0
488,35,1,1,2,2,1418,10,3.0
489,26,1,2,2,1,3518,6,3.0
490,26,1,2,0,1,1934,12,0.0
491,42,0,3,1,1,8318,27,
492,27,0,2,0,2,1237,6,0.0
493,38,1,2,0,0,368,6,0.0
494,39,1,1,2,1,2122,12,3.0
495,20,1,2,0,0,2996,24,2.0
496,29,1,3,2,2,9034,36,2.0
497,40,1,2,0,1,1585,24,2.0
498,32,1,1,0,1,1301,18,0.0
499,28,1,2,0,2,1323,6,3.0
500,27,0,2,0,1,3123,24,3.0
501,42,1,2,1,1,5493,36,3.0
502,49,1,2,0,2,1126,9,0.0
503,38,1,2,0,2,1216,24,0.0
504,24,0,2,2,1,1207,24,3.0
505,27,1,1,0,0,1309,10,3.0
506,36,1,2,0,4,2360,15,3.0
507,34,1,3,0,2,6850,15,3.0
508,28,1,2,0,1,1413,24,0.0
509,45,1,3,0,2,8588,39,3.0
510,26,1,2,0,1,759,12,3.0
511,32,1,3,1,1,4686,36,3.0
512,26,1,2,2,1,2687,15,
513,20,1,2,2,1,585,12,0.0
514,54,1,2,0,0,2255,24,3.0
515,37,0,2,0,1,609,6,3.0
516,40,1,1,0,1,1361,6,3.0
517,23,0,2,2,1,7127,36,2.0
518,43,1,2,0,2,1203,6,3.0
519,36,1,2,1,0,700,6,0.0
520,44,1,2,1,1,5507,24,
521,24,0,2,0,1,3190,18,0.0
522,53,1,2,1,1,7119,48,2.0
523,23,0,2,0,2,3488,24,3.0
524,26,0,1,0,1,1113,18,0.0
525,30,1,2,0,1,7966,26,3.0
526,31,0,2,0,2,1532,15,1.0
527,42,1,1,0,1,1503,4,0.0
528,31,1,2,2,1,2302,36,0.0
529,41,1,1,0,1,662,6,3.0
530,32,1,2,0,1,2273,36,1.0
531,28,0,2,2,2,2631,15,3.0
532,41,1,2,2,1,1503,12,3.0
533,26,1,2,0,2,1311,24,0.0
534,25,1,2,0,0,3105,24,0.0
535,33,1,2,2,1,2319,21,1.0
536,75,0,3,0,0,1374,6,3.0
537,37,0,2,0,1,3612,18,2.0
538,42,1,3,1,1,7763,48,3.0
539,45,0,1,0,1,3049,18,2.0
540,23,1,2,2,1,1534,12,0.0
541,60,1,2,1,1,2032,24,3.0
542,31,1,2,0,0,6350,30,2.0
543,34,1,1,0,1,2864,18,2.0
544,61,1,1,0,1,1255,12,3.0
545,43,1,2,1,1,1333,24,3.0
546,37,0,2,0,1,2022,24,3.0
547,32,1,2,0,1,1552,24,0.0
548,24,0,1,0,1,626,12,0.0
549,35,1,2,1,0,8858,48,3.0
550,23,0,2,0,0,996,12,
551,45,1,1,0,4,1750,6,0.0
552,34,1,2,0,1,6999,48,0.0
553,27,1,2,0,2,1995,12,3.0
554,67,0,3,0,1,1199,9,1.0
555,22,1,2,0,1,1331,12,0.0
556,28,0,2,0,2,2278,18,3.0
557,29,0,2,0,0,5003,21,3.0
558,27,1,2,0,1,3552,24,2.0
559,31,1,1,0,1,1928,18,2.0
560,49,1,2,1,0,2964,24,3.0
561,24,1,1,2,1,1546,24,0.0
562,29,0,2,0,1,683,6,0.0
563,37,1,2,1,0,12389,36,3.0
564,37,1,3,0,0,4712,24,
565,23,0,2,2,2,1553,24,0.0
566,36,1,2,0,1,1372,12,3.0
567,34,1,2,0,3,2578,24,0.0
568,41,1,2,0,0,3979,48,0.0
569,31,0,2,0,1,6758,48,0.0
570,23,0,1,2,1,3234,24,2.0
571,38,1,2,0,1,5954,30,0.0
572,26,0,3,2,0,5433,24,3.0
573,22,0,1,0,1,806,15,
574,27,1,1,0,1,1082,9,0.0
575,24,0,2,0,1,2788,15,2.0
576,27,0,2,0,1,2930,12,0.0
577,33,0,2,0,0,1927,24,1.0
578,27,1,2,0,1,2820,36,3.0
579,27,1,1,0,1,937,24,1.0
580,30,1,2,0,1,1056,18,3.0
581,49,1,1,0,1,3124,12,3.0
582,26,0,2,2,1,1388,9,2.0
583,33,1,1,2,1,2384,36,
584,52,0,3,1,0,2133,12,3.0
585,20,0,2,2,1,2039,18,2.0
586,36,1,2,2,1,2799,9,3.0
587,21,1,1,0,1,1289,12,2.0
588,47,1,1,0,1,1217,18,
589,60,1,2,0,1,2246,12,2.0
590,58,0,1,0,1,385,12,0.0
591,42,0,2,2,0,1965,24,3.0
592,36,0,1,0,3,1572,21,
593,20,0,1,2,1,2718,24,3.0
594,40,1,3,0,0,1358,24,
595,32,0,1,0,2,931,6,3.0
596,23,0,2,2,1,1442,24,3.0
597,36,1,1,0,1,4241,24,
598,31,1,2,0,1,2775,18,3.0
599,32,1,2,1,1,3863,24,
600,45,0,2,0,1,2329,7,0.0
601,30,0,2,0,1,918,9,2.0
602,34,0,1,1,1,1837,24,1.0
603,28,0,3,0,1,3349,36,2.0
604,23,0,2,0,1,1275,10,2.0
605,22,1,2,0,4,2828,24,2.0
606,74,1,3,0,1,4526,24,
607,50,0,2,1,2,2671,36,0.0
608,33,1,2,0,1,2051,18,0.0
609,45,1,2,1,0,1300,15,3.0
610,22,0,2,0,2,741,12,
611,48,0,1,1,2,1240,10,3.0
612,29,0,2,0,3,3357,21,0.0
613,22,0,2,2,1,3632,24,3.0
614,22,0,2,0,1,1808,18,2.0
615,48,1,3,0,0,12204,48,
616,27,1,3,1,0,9157,60,0.0
617,37,1,2,2,1,3676,6,3.0
618,21,0,2,2,2,3441,30,2.0
619,49,1,1,0,1,640,12,3.0
620,27,1,2,0,1,3652,21,
621,32,1,2,0,1,1530,18,3.0
622,38,1,2,0,0,3914,48,
623,22,0,2,2,1,1858,12,2.0
624,65,1,2,1,1,2600,18,0.0
625,35,1,2,0,0,1979,15,0.0
626,41,1,2,0,1,2116,6,2.0
627,29,1,2,0,2,1437,9,3.0
628,36,1,2,0,4,4042,42,2.0
629,64,1,1,0,0,3832,9,1.0
630,28,0,2,0,1,3660,24,0.0
631,44,1,2,0,1,1553,18,2.0
632,23,1,2,0,0,1444,15,0.0
633,19,0,2,2,1,1980,9,2.0
634,25,0,1,0,1,1355,24,3.0
635,47,1,2,0,1,1393,12,1.0
636,28,0,2,0,4,1376,24,0.0
637,21,1,2,0,1,15653,60,0.0
638,34,0,2,0,1,1493,12,0.0
639,26,1,2,0,1,4370,42,0.0
640,27,0,0,0,1,750,18,1.0
641,38,1,1,0,1,1308,15,
642,40,1,3,0,2,4623,15,1.0
643,33,1,2,0,1,1851,24,0.0
644,32,1,3,0,1,1880,18,0.0
645,27,1,2,2,0,7980,36,
646,32,1,2,0,1,4583,30,2.0
647,26,0,2,0,4,1386,12,3.0
648,38,1,2,1,1,947,24,3.0
649,40,1,1,2,1,684,12,1.0
650,50,1,3,1,1,7476,48,1.0
651,37,1,1,0,1,1922,12,2.0
652,45,1,2,0,1,2303,24,3.0
653,42,1,3,0,2,8086,36,3.0
654,35,1,2,0,1,2346,24,3.0
655,22,1,2,1,1,3973,14,3.0
656,41,1,1,0,1,888,12,3.0
657,37,1,2,0,0,10222,48,0.0
658,28,0,2,0,1,4221,30,
659,41,1,2,0,1,6361,18,2.0
660,23,1,2,2,1,1297,12,0.0
661,23,1,2,0,0,900,12,3.0
662,50,1,2,0,1,2241,21,2.0
663,35,1,3,0,1,1050,6,2.0
664,50,0,1,0,1,1047,6,1.0
665,27,1,3,0,1,6314,24,
666,34,1,2,0,3,3496,30,2.0
667,27,0,2,0,1,3609,48,
668,43,1,2,2,1,4843,12,3.0
669,47,1,2,0,1,3017,30,0.0
670,27,1,1,0,2,4139,24,
671,31,1,2,0,2,5742,36,
672,42,1,3,0,1,10366,60,3.0
673,24,1,2,0,4,2080,6,3.0
674,41,1,1,0,4,2580,21,
675,26,0,3,2,1,4530,30,0.0
676,33,1,2,0,1,5150,24,2.0
677,24,1,2,0,2,5595,72,0.0
678,64,1,1,2,1,2384,24,0.0
679,26,0,2,0,1,1453,18,0.0
